,ID,Definicija
11742,ENG30-03282591-n,"poseban crtež ili vidljiv predmet koji predstavljati osobina , tip , grupa itd . "
11743,ENG30-04159058-n,mustra koji se korsti za štampanje ; koristiti se da obezbediti zatvaranje ili autentičnost dokument 
11744,ENG30-04569338-n,"prsten koji jesam obiyno samo od zlato koji mlad , a nekd i maldoženja , dobijati na venčanje "
11745,ENG30-04092609-n,"deo nakit koji se sastojati od alka od plemenit metal , često i sa drag kamenje , koji se nositi na prst "
11746,ENG30-01353405-v,"zatvoriti , kao sa pečat "
11747,ENG30-01356582-v,staviti pečat na nešto 
11748,ENG30-01353873-v,polomiti ili skinuti pečat sa nešto 
11749,ENG30-02497673-n,"mali lemur sa dugačak repa , živiti u jugozapadni Madagaskar . "
11750,ENG30-02139671-n,velik šišmiš toplih i tropski region koji se hraniti plodov . 
11751,ENG30-01700414-a,koji imati ili koji jesam prekriven lišće ( ili tako izgledati ) 
11752,ENG30-03368141-n,dekorativan aranžman od cveće 
11753,ENG30-04606014-n,cvetan aranžmen koji jesam napraviti od cveće povezan u krug 
11754,ENG30-03648804-n,venac od lovorov lišće koji jesam u antički vreme junak nositi na glava 
11755,ENG30-02757316-a,koji se odnositi na Mesec 
11756,ENG30-09432430-n,Spoljašni omotač jaje ptica . 
11757,ENG30-01247240-a,"koristiti se za osećaj fizički toplota ; onaj koji imati povišen temperatura , ili temperatura višu od poželjan "
11758,ENG30-01256332-a,"proširen značenje , naročito u psihološki slislu , ogledati se u jačina strast ili entuzijazam "
11759,ENG30-02397496-a,"koji imati pikantan ukus koji pržiti , kao neki začin i papričica . "
11760,ENG30-10595164-n,nečiji brat ili sestra 
11761,ENG30-10734394-n,jedan od tva potomak koji jesam roditi istovremeno kao rezultat isti trudnoća 
11762,ENG30-10197182-n,jedan od dva blizanac koji jesam se razviti iz isti oplođen jaje i imati isti genetski materijal 
11763,ENG30-10595012-n,jedan iz para identičan blizanac koji jesam roditi sa telo koji jesam spojiti na neki mesto 
11764,ENG30-00041618-a,odnositi se na glagol koji izražavati radnja ( ' trčati ' ) 
11765,ENG30-00041841-a,odnositi se na glagol koji izražavati stanje ( ' biti ' ili ' posedovati ' ) 
11766,ENG30-00042037-a,"označavati da subjekt rečenica imati semantički funkcija vršilac radnja ( agens ) : "" kod Hemingvej preovlađivati aktivan konstrukcija "" "
11767,ENG30-00042228-a,označavati da jesam subjekt rečenica ' primalac ' ili ' cilj ' radnja označen glagol 
11768,ENG30-00121413-b,u apozitivnoj upotreba 
11769,ENG30-00128554-b,u glagolski upotreba 
11770,ENG30-00136267-b,koji se odnositi na sintaksa 
11771,ENG30-00171127-v,dodati modifikator neki konstituent 
11772,ENG30-00172562-a,vezati za pridev ; koji se stavljati ispred imenica koji modifikovati 
11773,ENG30-00172774-a,o reč u genitiv koji se koristiti u pridevski funkcija 
11774,ENG30-00172993-a,"o pridev ; jedinica imenski ili priloški tip , deo predikat , koji se odrediti sadržaj , mesna , vremenski ili situacioni kvalifikacija pripisivati subjekt "
11775,ENG30-00267435-b,u funkcija prilog 
11776,ENG30-00268651-b,kao atribut ; na atributski način 
11777,ENG30-00381094-b,u prelazan oblik 
11778,ENG30-00420716-v,od neprelazan glagol napraviti prelazan 
11779,ENG30-00420909-v,od prelazan glagol napraviti neprelazan 
11780,ENG30-00514618-b,kao predlog 
11781,ENG30-00552315-a,"koji služiti da povezati dva , po konstrukcija isti , gramatički konstituent "
11782,ENG30-00524251-a,reč i izraziti koji služiti da povezati subordiniran rečenični konstituent 
11783,ENG30-00564858-a,koji sintaktički uspostavljati odnos suprotnost između rečenica ili rečenični element 
11784,ENG30-00565565-a,odnositi se na akcent u hebrejski ortografija koji označavati da jesam obeležiti reč u manjoj ili velik mera gramatički i ritmički odvojen od naredni reč 
11785,ENG30-00699651-a,koji pokazivati promena u forma ( posebno usled dodavanje afiksa ) 
11786,ENG30-00982514-v,manjati oblik reč u sklad sa gramatički pravilo dat jezik 
11787,ENG30-00982913-v,"menjati imenski reč ( imenica , zamenica i pridev ) po određenim gramatički kategorija ( padež , rod , broj ) "
11788,ENG30-00983123-v,"dodavati nastavak ili stvarati oblik koji hteti ukazivati na odrediti gramatički kategorija ( vreme , lice , broj , rod , vid , način ) "
11789,ENG30-01008439-a,"oblik glagol koji jesam odrediti u pogled vreme , lice , broj i način "
11790,ENG30-01008745-a,glagolski oblik koji jesam okarakterisati ni lice ni broj ni način ( particip ili infinitiv ) 
11791,ENG30-00964942-a,koji nemati oblik koji biti ukazivati na vreme 
11792,ENG30-01961786-a,glagol čiji se oblik tvoriti promena korenski vokal 
11793,ENG30-02381089-a,spojen veznik 
11794,ENG30-02381189-a,koji jesam spojen veznik 
11795,ENG30-02488705-a,označavati glagol koji zahtevati prav ( direktan ) objekt 
11796,ENG30-02488907-a,označavati glagol koji ne zahtevati ili ne moći imati prav ( direktan ) objekt 
11797,ENG30-02631686-a,koji se odnositi ili imati veza sa aorist 
11798,ENG30-02635941-a,koji se odnositi na apozicija ili koji se nalaziti u apozicija 
11799,ENG30-02704005-a,koji jesam u odnos koreferencije 
11800,ENG30-02763140-a,( modifikator ) koji se nalaziti iza reč koji modifikovati 
11801,ENG30-02768958-a,koji se odnositi na imenica ili grupa reč koji funkcionisati imenički 
11802,ENG30-02769463-a,koji jesam u fleksivnom oblik koji se tipično identifikovati gramatički subjekt glagol 
11803,ENG30-02823724-a,koji jesam u veza sa glagol ili koji jesam formirati od glagol 
11804,ENG30-02858707-a,koji posedovati gramatički kategorija lice 
11805,ENG30-02861997-a,koji jesam u fleksivnom oblik koji se tipično označavati objekt glagol 
11806,ENG30-02862251-a,koji izražavati posedovanje 
11807,ENG30-02864400-a,koji se odnositi na ili koji izražavati glagolski način 
11808,ENG30-02880322-a,koji jesam u veza sa gramatika 
11809,ENG30-02936020-a,koji jesam vezati za pridev ili koji funkcionisati kao pridev 
11810,ENG30-02936235-a,koji jesam vezati za prilog ili koji funkcionisati kao prilog 
11811,ENG30-02936971-a,koji jesam vezati za klauzu ili koji funkcionisati kao klauza 
11812,ENG30-02937108-a,koji jesam vezati za sintagma ili koji funkcionisati kao sintagma 
11813,ENG30-02937433-a,koji se odnositi na zamenica 
11814,ENG30-02965552-a,koji se odnositi na gramatički paradigma 
11815,ENG30-02992070-a,koji se odnositi na opseg 
11816,ENG30-02992914-a,odnositi se na glagolski vreme ili konstrukcija koji ukazivati na događaj ili stanje koji se još jesam ostvariti 
11817,ENG30-03045196-a,koji se odnositi na glagolski vid 
11818,ENG30-03093862-a,koji se odnositi na glagolski način koji se izražavati želja ili nada 
11819,ENG30-03094107-a,odnositi se na glagolski način koji se izražavati sumnja i uslovnost 
11820,ENG30-03094404-a,odnositi se na glagolski način koji se izražavati naredba 
11821,ENG30-03094520-a,odnositi se na način koji se izražavati neki objektivan tvrdnja 
11822,ENG30-03094740-a,odnositi se na tip rečenica ili glagolski oblik koji se izražavati pitanje 
11823,ENG30-03097103-a,koji se odnositi na particip ili koji jesam formirati od participa 
11824,ENG30-03097502-a,koji označavati deo celina ili količina koji jesam manja od ukupan ( u romanski jezik ) 
11825,ENG30-02932792-a,odnositi se na vreme ili konstrukcija koji upućivati na događaj ili stanje koji jesam se ostvariti u neki ranijem vreme 
11826,ENG30-03102278-a,koji se odnositi na predlog ili koji jesam formirati od predlog 
11827,ENG30-03120834-a,koji se odnositi na supstantiv ili koji funkcionisati kao supstantiv ( imenica ili ona sličan stavak ) 
11828,ENG30-03121060-a,koji se odnositi na gerund ili koji jesam poput gerund ( glagolski imenica ) 
11829,ENG30-03129490-a,koji se odnositi na padež koji se izražavati obraćanje 
11830,ENG30-06174404-n,sistematski izlaganje pravilo određenog jezik ili jezik uopšte 
11831,ENG30-06176107-n,gramatični raspored reč u rečenica 
11832,ENG30-06176322-n,proučavanje pravilo za formiranje gramatičnih rečenica u jezik 
11833,ENG30-06178042-n,proučavanje pravilo za formiranje moguć reč u jedan jezik 
11834,ENG30-06178238-n,deo gramatika koji se baviti promena oblik reč 
11835,ENG30-06178380-n,deo gramatika koji se baviti izvođenje ( derivacija ) reč 
11836,ENG30-06178510-n,deo gramatika koji se baviti kombinovanje prost reč u složen 
11837,ENG30-06284573-n,pozicija u gramatički konstrukcija na koji se moći naći biti koji član iz odrediti klasa element 
11838,ENG30-06291318-n,nepromenljiv reč čiji jesam uloga skoro u potpunost gramatički 
11839,ENG30-06292154-n,reč koji jesam odrediti neki modifikator 
11840,ENG30-06309383-n,( gramatika ) kategorija reč koji imati isti gramatički osobina 
11841,ENG30-06309931-n,( gramatika ) jedan od dva glavna rečenični konstituent o koji se nešto kazivati putem predikat 
11842,ENG30-06310449-n,objekt uvesti predlog 
11843,ENG30-06310578-n,objekt na koji neposredno uticati radnja glagol 
11844,ENG30-06310713-n,objekt koji jesam recipijent ili benefaktiv radnja glagol 
11845,ENG30-06310848-n,objekt u pasivan konstrukcija 
11846,ENG30-06310945-n,"oblik imenica , pridev ili zamenica koji pokazivati njihov gramatički odnos sa drugi reč u fleksivnim jezik "
11847,ENG30-06311160-n,fleksivni oblik koji se tipično identifikovati gramatički subjekt 
11848,ENG30-06311334-n,biti koji padež sem nominativ ( i vokativ u srpski ) 
11849,ENG30-06311557-n,fleksivni oblik koji se tipično identifikovati prav ( direktan ) objekt 
11850,ENG30-06311723-n,fleksivni oblik koji se tipično izražavati gramatički odnos povezati s upotreba indirektan objekt 
11851,ENG30-06311852-n,padež koji se označavati posedovanje i poreklo 
11852,ENG30-06312237-n,padež koji se označavati obraćanje 
11853,ENG30-06312418-n,"padež koji se označavati agens pasivan rečenica , instrument , način ili mesto vršenje radnja opisan glagol "
11854,ENG30-06312612-n,pojava iz gramatika latinski - imenica i njen modifikator koji funkcionisati kao modifikator rečenica 
11855,ENG30-06313300-n,rečenični konstituent na koji se pri analiza prvo nailaziti ; n . pr . subjekt i predikat 
11856,ENG30-06314036-n,konstrukcija koji jesam izgraditi prema pravilo dat jezik 
11857,ENG30-06314144-n,"( gramatika ) strukturni jedinica koji sadržati subjekt i predikat , ali koji još uvek ne predstavljati celovit rečenica "
11858,ENG30-06315096-n,klauza koji uvoditi relativan ( odnosni ) zamenica 
11859,ENG30-06315638-n,reč ili fraza koji se dopunjivati neki gramatički konstrukcija 
11860,ENG30-06316480-n,sintagma koji moći da funkcionisati kao subjekt ili objekt glagol 
11861,ENG30-06317107-n,infinitiv sa prilog između ' taj ' i glagol u engleski ( n . pr . ' taj boldly go ' ) 
11862,ENG30-06317247-n,sintagma koji se uvoditi predlog 
11863,ENG30-06317464-n,skup reč koji ispoljavati isti svojstvo u pogled fleksivnih oblik i distribucija 
11864,ENG30-06317672-n,biti koji od vrsta reč tradicionalan gramatika 
11865,ENG30-06317862-n,vrsta reč sa funkcija imenovanje koji moći da služiti kao subjekt ili objekt rečenica 
11866,ENG30-06318904-n,nefinitni oblik glagol koji se u neki jezik ponašati kao njegov osnovni oblik 
11867,ENG30-06319029-n,vrsta reč koji se identifikovati atribut imenica 
11868,ENG30-06320801-n,reč ili sintagma koji bliže određivati značenje neki drugi element 
11869,ENG30-06324864-n,determinator koji se odnositi na klasa entitet koji se moći identifikovati ( ' the ' u Engleska ) 
11870,ENG30-06325001-n,determinator koji se odnositi na klasa entitet koji se ne moći jasno identifikovati ( ' a ' u engleski ) 
11871,ENG30-06325370-n,funkcionalan reč koji moći da zameniti imenica ili imenički sintagma 
11872,ENG30-06325576-n,zamenica koji upućivati na neki antecedent 
11873,ENG30-06325678-n,zamenica koji izdvajati određenu stavak ili stavak od drugi član isti klasa 
11874,ENG30-06325826-n,"nepromenljiv funkcionalan reč koji služiti da spojiti reč , sintagma , klauze ili rečenica "
11875,ENG30-06326054-n,veznik ( ' i ' ili ' a ' ) koji služiti da spojiti dva gramatički konstituent isti tip 
11876,ENG30-06326226-n,veznik koji uvoditi zavisnu rečenica 
11877,ENG30-06326406-n,nepromenljiv reč sa specifičan gramatički funkcija ; u engleski se koristiti za formiranje frazalnih glagol 
11878,ENG30-06327136-n,zamenica koji izražavati razlika u lice 
11879,ENG30-06327551-n,"zamenica ( kao ' koji ' ili ' čiji ' ) koji se odnosni rečenica uvoditi u imenički sintagma , pri šta upućivati na centar taj sintagma "
11880,ENG30-06327718-n,oblik zamenica ili glagol koji se označavati govornik u dat diskurs 
11881,ENG30-06327870-n,oblik zamenica ili glagol koji se označavati osoba koji se obraćati ( adresant ) u dat diskurs 
11882,ENG30-06328022-n,"oblik zamenica ili glagol koji se ne označavati ni govornik ni adresant , već neki treći osoba posredno uključiti u interakcija "
11883,ENG30-06328207-n,zamenica koji se označavati da radnja agens uticati na sam agens 
11884,ENG30-06329165-n,"rod koji se odnositi najpre na biće muški rod , kao i na entitet koji jesam svrstati u kategorija muški rod "
11885,ENG30-06329313-n,"rod koji se odnositi najpre na mlad biće , kao i na objekt koji jesam svrstati ni u kategorija muški ni u kategorija ženski rod "
11886,ENG30-06329734-n,"glagolski vreme koji se označavati radnja , stanje ili zbivanje koji se vršiti u vreme kada se o ona govoriti "
11887,ENG30-06329909-n,prezent koji se koristiti kako biti se opisati prošli radnja ili stanje 
11888,ENG30-06330037-n,"glagolski vreme koji se označavati radnja , stanje ili zbivanje koji jesam se vršiti , odnosno izvršiti u određenom vreme u prošlost ili u vreme govorenje o taj radnja "
11889,ENG30-06330262-n,glagolski vreme koji se izražavati stanje ili događaj koji jesam se već ostvariti 
11890,ENG30-06330401-n,"glagolski vreme koji se označavati radnja , stanje ili zbivanje koji hteti se ( iz ) vršiti posle vreme govorenje ili posle neki drugi vreme na koji se misliti "
11891,ENG30-06330528-n,nefinitna forma glagol od koji se moći graditi složen vreme ( kao u engleski ) ili koji se moći upotrebljavati pridevski 
11892,ENG30-06331014-n,particip koji se izražavati trenutan radnja ; u engleski se dobijati dodavanje nastavak -ing 
11893,ENG30-06331154-n,particip koji se izražavati završiti radnja 
11894,ENG30-06331281-n,glagol koji zahtevati direktan objekt 
11895,ENG30-06331477-n,tranzitivan glagol koji zahtevati i direktan i indirektan objekt 
11896,ENG30-06331641-n,glagol koji ne zahtevati direktan objekt 
11897,ENG30-06332919-n,semantički uloga imenički fraza koji se označavati mesto stanje ili radnja označen glagol 
11898,ENG30-06602148-n,značenje reč koji zavisiti od njen uloga u rečenica i koji varirati sa njen fleksivnim oblik 
11899,ENG30-06603242-n,prvi pojam u propozicija ; pojam na koji upućivati drugi pojam 
11900,ENG30-06603366-n,pojam u propozicija koji jesam povezati sa referent propozicija 
11901,ENG30-06751974-n,jedan od koncept koji se porediti ili povezivati u logički propozicija 
11902,ENG30-07260175-n,pravilo sintaksa koji omogućavati stvaranje gramatičnih iskaz 
11903,ENG30-10141364-n,lingvist koji jesam specijalizovati za oblast gramatika i sintaksa 
11904,ENG30-10821867-n,starogrčki gramatičar poznati po svoj komentar Ilijada i Odiseja ( između @card@ . godina star era ) 
11905,ENG30-11221778-n,indijski gramatičar čiji jesam gramatika sanskrit prvi poznat primer deskriptivan lingvistika ( oko @ord@ godina star era ) 
11906,ENG30-13796779-n,lingvistički odnos koji jesam uspostaviti gramatički sredstvo 
11907,ENG30-13797313-n,gramatički odnos u koji oblik jedan element iziskivati odgovarajući oblik drugi 
11908,ENG30-13797561-n,slaganje u broj između reč koji pripadati isti gramatički konstrukcija ( n . pr . između pridev i imenica koji isti modifikovati ) 
11909,ENG30-13797747-n,slaganje u lice između zamenica i glagol 
11910,ENG30-13797856-n,slaganje u padež između reč koji pripadati isti gramatički konstrukcija 
11911,ENG30-13797985-n,slaganje u rod između reč koji pripadati isti gramatički konstrukcija 
11912,ENG30-13798118-n,gramatički odnos koji stvarati prelazan glagol 
11913,ENG30-13798301-n,gramatički odnos koji stvarati neprelazan glagol 
11914,ENG30-13799063-n,gramatički odnos između reč koji imati zajednički referent 
11915,ENG30-13799245-n,koreferencijalni odnos između povratan zamenica i njen antecedenta 
11916,ENG30-13799392-n,"gramatički odnos između jezički jedinica ( reč , sintagma ili klauza ) koji jesam spojen veznik "
11917,ENG30-13799655-n,"naporedan odnos među jezički jedinica isti status , uspostaviti pomoću veznik "
11918,ENG30-13799796-n,odnos subordinacija koji nastajati kada veznik učiniti jedan jezički jedinica konstituent drugi 
11919,ENG30-13799967-n,odnos izmedju jedinica koji se izražavati dodatan karakter njihov značenje 
11920,ENG30-13800115-n,odnos između jedinica koji se izražavati disjunktnost njihov značenje 
11921,ENG30-13800267-n,odnos između jedinica koji se izražavati suprotnost njihov značenje 
11922,ENG30-13800418-n,gramatički odnos reč ili fraza prema predikat 
11923,ENG30-05641432-n,gramatički odnos između dva konstituent isti gramatički oblik 
11924,ENG30-13800675-n,gramatički odnos između modifikator i njegov centar 
11925,ENG30-13801217-n,gramatički odnos između reč i imenički sintagma koji bliže određivati značenje taj reč 
11926,ENG30-13801700-n,gramatički nemarkiran način koji se radnja ili stanje predstavljati kao objektivan činjenica 
11927,ENG30-13801937-n,"način koji se radnja ili stanje predstavljati ne kao činjenica , već kao nešto neizvesno ili moguće "
11928,ENG30-13802098-n,način koji se izražavati želja ili nada ( javljati se u grčki i sanskrit ) ; u engleski se ovaj značenje izražavati modalan glagol 
11929,ENG30-13802306-n,način koji se izražavati želja da se uticati na ponašanje slušalac 
11930,ENG30-13802485-n,neki lingvist smatrati da postojati upitni način koji se ostvarivati preko upitni rečenica 
11931,ENG30-13802805-n,odnos između anafora i njen antecedenta 
11932,ENG30-13803158-n,stanje koji se izražavati da gramatički subjekt obavljati radnja ili izazivati dešavanje koji jesam označiti glagol 
11933,ENG30-13803431-n,"stanje koji se izražavati da jesam gramatički subjekt recipijent , a ne izvor radnja označen glagol "
11934,ENG30-13804375-n,skup sav fleksivnih oblik jedan reč 
11935,ENG30-13804889-n,vid glagol koji se označavati svršen rađati 
11936,ENG30-13805020-n,vid glagol koji se označavati neki radnja bez osvrt na njen početak ili njen kraj 
11937,ENG30-13805179-n,vid glagol koji se izražavati imperfektivnost neki radnja s akcent na njen trajanje 
11938,ENG30-13805456-n,vid glagol koji se izražavati početak neki radnja 
11939,ENG30-13805734-n,glagolski oblik koji označavati trajan radnja 
11940,ENG30-13805974-n,glagolski oblik koji se izražavati radnja koji trajati u trenutak govor 
11941,ENG30-13806140-n,glagolski oblik koji se izražavati završiti radnja 
11942,ENG30-13806404-n,glagolski oblik koji se izražavati radnja koji jesam trajati u prošlost i koji još uvek trajati ili koji se završavati u sadašnjost 
11943,ENG30-13806614-n,termin koji se nekada označavati prosto proći vreme 
11944,ENG30-13806735-n,glagolski oblik koji se izražavati radnja završiti u prošlost pre neki drugi radnja 
11945,ENG30-13806964-n,glagolski oblik koji se izražavati radnja koji jesam trajati u prošlost 
11946,ENG30-13807178-n,glagolski oblik koji se izražavati radnja koji hteti biti završiti u budućnost pre neki drugi radnja 
11947,ENG30-13807403-n,glagolski oblik koji se izražavati radnja koji hteti trajati u budućnost 
11948,ENG30-06328643-n,"gramatički kategorija u fleksivnim jezik koji upravljati slaganje između imenica , zamenica i pridev ; u neki jezik jesam baziran na prirodan rod ili kategorija živ / neživ , dok jesam u drugi potpuno proizvoljan ili zasnovati na neki drugi kriterijum "
11949,ENG30-06326797-n,gramatički kategorija zamenica i glagol čiji jesam funkcija upućivanje na neposredan i posredan učesnik u govorni situacija 
11950,ENG30-06326526-n,gramatički kategorija sav promenljiv reč koji se izražavati kontrast jednina / množina / dual u zavisnost od broj entitet o koji jesam reč 
11951,ENG30-13804669-n,dužina ili tip vremenski aktivnost označen glagol 
11952,ENG30-06329506-n,gramatički kategorija glagol koji se izražavati distinkcija u vreme 
11953,ENG30-00006386-a,koji jesam u direktan sintaktički odnos sa drugi rečenični element 
11954,ENG30-00007123-a,koji se odnositi na neki rečenični element ili koji ga kvalifikovati 
11955,ENG30-00190023-v,uneti znak interpunkcija u tekst 
11956,ENG30-00202508-a,koji upućivati na sebe 
11957,ENG30-00381254-b,u neprelazan oblik 
11958,ENG30-00469170-a,reč koji upućivati samo i bez izuzetak na član neki grupa 
11959,ENG30-00563789-a,koji sintaktički povezivati rečenica ili rečenični element 
11960,ENG30-00563648-a,koji služiti da spojiti 
11961,ENG30-00564262-a,koji služiti da razdvojiti ili podeliti 
11962,ENG30-00699876-a,koji ne podlegati fleksiji 
11963,ENG30-00982779-v,formirati komparativ ili superlativ pridev ili prilog 
11964,ENG30-01296816-a,koji izražavati zaključak ili koji on prethoditi 
11965,ENG30-01540871-a,odrediti po značenje ( čovek u sintagma ' visok čovek ' ) 
11966,ENG30-01541258-a,čiji značenje jesam odrediti ili modifikovati 
11967,ENG30-01946267-a,koji izražavati odnos uzajamnost ili komplementarnost 
11968,ENG30-02004385-a,koji strogo ograničavati referencija modifikovan reč ili sintagma 
11969,ENG30-02005460-a,koji ne ograničavati referencija modifikovan reč ili sintagma 
11970,ENG30-02729727-a,koji imati deskriptivan ( a ne sintaktički ) vrednost 
11971,ENG30-06163751-n,grana filozofija koji analizirati zaključivanje 
11972,ENG30-06153846-n,učenje koji trebati da obezbediti opšti znanje i intelektualan veština a ne zanimanje i profesionalan veština 
11973,ENG30-06158346-n,"racionano istraživanje pitanje koji se ticati postojanje , znanje i etika "
11974,ENG30-06170892-n,izučavanje princip i praksa upravljanje biblioteka 
11975,ENG30-06303540-n,imenica ili zamenica koji se koristiti na mesto imenica 
11976,ENG30-06289250-n,reč koji imati sopstven leksički značenje 
11977,ENG30-06319293-n,"imenica koji moći da se koristiti sa označiti osoba , mesto ili stvar "
11978,ENG30-06320153-n,a noun that denotes any Or all members of a class 
11979,ENG30-06318352-n,imenica koji se izvoditi iz glagol ( npr . u engleski dodavanje sufiks ' -ing ' ) 
11980,ENG30-06320004-n,imenica koji iznačava konkretan stvar i obično se zapisivati velik slovo 
11981,ENG30-02135220-n,Siser nalik mačka koji lučiti cibet koji se koristiti u parfem . 
11982,ENG30-09340024-n,konstelacija izvan zodijak koji rotirati oko zvezda severnjak 
11983,ENG30-09292189-n,konstelacija izvan zodijak koji rotirati oko zvezda severnjak 
11984,ENG30-10577284-n,neki ko reklamirati ili razmenjivati roba ili usluga za novac . 
11985,ENG30-06181448-n,objašnjenje čovekov poznavanje maternji jezik 
11986,ENG30-02949931-a,koji se odnositi ili se ticati formiranje dozvoljen reč jezik 
11987,ENG30-06310237-n,( gramatika ) rečenični konstituent koji se označavati onaj na šta delovati radnja 
11988,ENG30-06313457-n,sintaksički nizak reč koji činiti deo neki velik syntaksičke celina 
11989,ENG30-06285090-n,nizak reč koji zadovoljavati gramatički pravilo jezik 
11990,ENG30-06313651-n,grupa reč koji formirati reyenični konstituent i koji se smatrati celovit jedinica 
11991,ENG30-06316376-n,izraz koji se vršiti predikacija 
11992,ENG30-06316626-n,jedan od dva osnovni konstituent rečenica ; predikat se sastojati od glagol i njegov dopuna 
11993,ENG30-00527061-n,"gramatički konstituent sastaviti od najmanje dva reč , koji se od klauze razlikovati po taj što ne sadržati glagol u ličan oblik "
11994,ENG30-06318062-n,vrsta reč koji imati funkcija predikat rečenica 
11995,ENG30-06324475-n,jedan od tip imenički modifikator koji određivati referencija imenički sintagma 
11996,ENG30-06331803-n,entitet koji se realizovati imenica ili imeičkom fraza u klauzi ili rečenica 
11997,ENG30-06483454-n,stavak u lista ili sekvencija 
11998,ENG30-06483702-n,( lingvistika ) stavljanje jedan lingvistički element iza neki drugi ( kao n . pr . stavljanje modifikator iza modifikovan reč ili afiksa posle osnova ) 
11999,ENG30-06750804-n,u logika iskaz koji nešto tvrditi ili poricati i koji moći da biti čan ili netačcan 
12000,ENG30-07259772-n,u lingvistika pravilo koji opisivati ili propisivati lingvistički praksa 
12001,ENG30-08006511-n,"klasa imenica , zamenica i pridev isti fleksivnih oblik "
12002,ENG30-08006741-n,klasa glagol isti fleksivnih oblik 
12003,ENG30-08006868-n,kompletan skup fleksivnih oblik jedan glagol 
12004,ENG30-10264437-n,specijalista za lingvistika 
12005,ENG30-13802920-n,( lingvistika ) gramatički odnos ( aktivan ili pasivan ) gramatički subjekt prema radnja izražen glagol 
12006,ENG30-00060833-v,ukloniti testis musške životinja . 
12007,ENG30-00060477-v,ukloniti neki jajnik 
12008,ENG30-12932365-n,evropski trava sa sastavljen lišće i beo cvet . 
12009,ENG30-02514825-n,biti koji riba iz klasa Osteichthyes . 
12010,ENG30-01988080-v,postaviti u interval 
12011,ENG30-13714491-n,stepen na skala od @card@ stepen temperaturni skala . 
12012,ENG30-07730855-n,endivija sa krecavim lišće i prilično gorak ukus 
12013,ENG30-13801040-n,modifikacija koji sužavati značenje neki element ( ' crven šešir ' imati uzak značenje nego samo ' šešir ' ) 
12014,ENG30-10694939-n,diplomiran student koji imati zaduženje u nastava na fakultet . 
12015,ENG30-09815790-n,osoba koji doprinositi zadovoljenje potreba ili pomagati postizanje namera . 
12016,ENG30-13803782-n,promena forma reč ( često putem dodavanje sufiks ) koji se označavati promena u njen gramatički funkcija 
12017,ENG30-13804203-n,"fleksija imenica , pridev i zamenica u indoevropski jezik "
12018,ENG30-13804085-n,fleksija glagol 
12019,ENG30-14693733-n,tvrd i gladak mineral izgraditi od silicijum dioksid u kristalan rešetka . 
12020,ENG30-00978549-v,"govoriti , izgovoiti ili izreći na odrediti način . "
12021,ENG30-02453890-n,oklopnik ; američki mravojed ; lenjivac . 
12022,ENG30-00182213-n,Mišljenje grupa onako kako se određivati glasanje . 
12023,ENG30-12853287-n,evropski aromatičan višegodišnji biljka . 
12024,ENG30-07818995-n,"rezak list se koristiti kao začin za meso , divljač , sup i omlet . "
12025,ENG30-01008656-a,koji jesam okarakterisati glagolski vreme 
12026,ENG30-06325145-n,"funkcionalan reč koji se kombinovati sa imenica , zamenica ili imenički sintagma dati tako predloško-padežnu konstrukcija koji moći imati pridevski ili priloški funkcija "
12027,ENG30-13800801-n,gramatički odnos koji postojati kada reč kvalifikovati značenje sintagma 
12028,ENG30-06328996-n,"rod koji se odnositi najpre na biće ženski rod , kao i na entitet koji jesam svrstati u kategorija ženski rod "
12029,ENG30-08477912-n,Žene nasuprot muškarac . 
12030,ENG30-09350045-n,"velik mora koji jesam okružen kopno ; nalaziti se unutar Evropa , Afrika i Azija "
12031,ENG30-03085213-a,o Mediteran ili koji se ticati Mediteran ili jesam krakatersitično za Mediteran ili se nalaziti blizu Mediteran 
12032,ENG30-12409470-n,svetlozelen deciduous senovit drvo južne Evropa . 
12033,ENG30-01568375-a,koji se ticati ili pripadati bar dva nacija ili država 
12034,ENG30-01499686-a,"koji koristiti , ili izgledati da koristiti mehanizam , alat ili uređaj "
12035,ENG30-02687539-n,jastuk koji jesam obično od guma ili plastika i koji moći da se naduvati 
12036,ENG30-01779986-a,koji uključivati um i intelektualan proces 
12037,ENG30-03875088-n,dušek koji se sastojati od tanak punjenje slmom 
12038,ENG30-02690809-n,"dušek koji moći da se naduvati , a kda se ne koristiti onda se izduvati i tako čuvati "
12039,ENG30-13599469-n,mera za dužina . 
12040,ENG30-14951377-n,nearomatični zasićen ugljeni hidrat sa opšti formula CnH ( 2n+2 ) 
12041,ENG30-02927512-a,o sjedinjen Američkim Državama ili koji se odnositi na sad 
12042,ENG30-00378069-n,Čin u koji nešto gora 
12043,ENG30-00378479-n,čin koji se nešto pasti 
12044,ENG30-00377351-v,biti potpuno uništiti vatra 
12045,ENG30-13659162-n,osnovni jedinica za dužina koji jesam prihvatiti u međunarodan sistema mera 
12046,ENG30-13659760-n,jedinica za dužina koji iznositi @card@ metar 
12047,ENG30-13658998-n,jedinica za dužina koji iznositi jedan desetina metar 
12048,ENG30-13658828-n,jedinica za dužina koji iznositi jedan stotinu metar 
12049,ENG30-13658657-n,jedinica za dužina koji iznositi jedan hiljaditi deo metar 
12050,ENG30-13658496-n,jedinica za dužina koji iznositi jedan milioniti deo metar 
