ID,POS,NEG,Lemme,Definicija,Vrsta
ENG30-14361182-n,0.0,0.0,ukočenost vrata,bolan grč mišića u predelu vrata ili leđa.,n
ENG30-02462580-v,0.0,0.0,"glasati,izglasati",izraziti svoj izbor ili preferenciju glasanjem,v
ENG30-06935314-n,0.0,0.0,"ksišuangbana dai,tai lu",grana tai jezika,n
ENG30-02206619-v,0.0,0.0,"oteti,oduzeti",uzeti silom,v
ENG30-01527774-n,0.0,0.0,"Alauda,rod Alauda",Tipski rod porodice Alaudidae: ševe.,n
ENG30-13085113-n,0.0,0.0,korov,bilo koja biljka koja istiskuje gajene biljke,n
ENG30-01591490-n,0.0,0.0,"Paridae,porodica Paridae",Senice.,n
ENG30-03214253-n,0.0,0.0,jarak,Dugačka uska iskopina u zemlji.,n
ENG30-01341727-n,0.0,0.0,virus žute patuljavosti krompira,virus koji proizvodi kržljavost i požutelost lišća kod biljaka krompira,n
ENG30-09691858-n,0.0,0.0,"Bahreinjanin,Bahreinac",stanovnik Bahreina ili poreklom iz Bahreina,n
ENG30-02290714-a,0.0,0.0,kvantitativan,(stih) imati metrički sistem zasnovan na relativnoj dužini slogova,a
ENG30-02516615-n,0.0,0.0,rod Ceratodus,Tipski rod porodice Ceratodontidae: izumrli rod dvodihalica.,n
ENG30-07671581-n,0.0,0.0,"praseće nogice,svinjski papci","noge ili papci od svinja koje se koriste u ishrani; ukiseljene, kuvane ili u pihtijama",n
ENG30-02089555-n,0.0,0.0,lisičar,pas srednjeg rasta specijalno uzgajan za potrebe lova na lisice,n
ENG30-10620758-n,0.0,0.0,sociolog,sociolog koji proučava institucije i razvoj ljudskog društva,n
ENG30-09720256-n,0.0,0.0,Latinoamerkanac,stanovnik Latinske Amerike,n
ENG30-02453611-n,0.0,0.0,krezubac,Primitivni suvozemni sisari sa malo ili potpuno bez zuba; poreklom iz Centralne i Južne Amerike.,n
ENG30-08565701-n,0.0,0.0,"ivica,rub",Granica površine.,n
ENG30-12117507-n,0.0,0.0,"Echinochloa,rod Echinochloa",Godišnje ili višegodišnje sočne trave toplih predela.,n
ENG30-07729926-n,0.0,0.0,soja,seme soje koje se koristi za ishranu stoke,n
ENG30-08459252-n,0.0,0.0,sekvencija,Serijsko uređivanje po kome stvari slede logički redosled ili obrazac koji se ponavlja.,n
ENG30-04504770-n,0.0,0.0,slovoslagačka mašina,štampač koji postavlja tekstualni materijal u mašinski red,n
ENG30-11743294-n,0.0,0.0,"sita,žuka,kosan",biljka nalik travi koja raste u vlažnim predelima sa cilindričnom šupljom stabljikom,n
ENG30-04525584-n,0.0,0.0,"roletna,venecijaneri,žaluzine",prozorska navlaka od horizontalnih traka koje se preklapaju kada se zatvore,n
ENG30-00941346-v,0.0,0.0,izustiti,Izgovoriti ili reći nešto.,v
ENG30-08083599-n,0.0,0.0,Rimokatolička crkva,"katolička crkva čije je sedište u Vatikanu, koju vode papa i hijerarhija episkopa",n
ENG30-02376679-n,0.0,0.0,ždrebica,"Mlada kobila, žensko ždrebe.",n
ENG30-05286536-n,0.0,0.0,vezivno tkivo,Tkivo mezodermalnog porekla koje se sastoji od kolagenskih vlakana i masnih ćelija; podržava organe i popunjava prostor između njih i formira ligamente i tetive.,n
ENG30-07928887-n,0.0,0.0,bezalkoholno pivo,gazirano piće koje sadrži ekstrate bilja,n
ENG30-01356582-v,0.0,0.0,staviti pečat,staviti pečat na nešto,v
ENG30-01792808-n,0.0,0.0,kvočka,Koka koja je izlegla jaja i pušta oštar zvuk - kvoca.,n
ENG30-01625562-n,0.0,0.0,"kukuvija dremavica,kukumavka,Tyto alba",Bela sova koja živi po ambarima; važna za kontrolu glodara.,n
ENG30-04060647-n,0.0,0.0,prijemnik,Uređaj koji prima radio ili TV signale.,n
ENG30-04021503-n,0.0,0.0,impulsni generator,generator signala ili impusla višestruke voltaže; obično se može podesiti impulsna brzina,n
ENG30-02730102-a,0.0,0.0,lisni,Koji se odnosi na list.,a
ENG30-07652207-n,0.0,0.0,teleća džigerica,teleća džigerica koja se koristi u ishrani,n
ENG30-01156834-v,0.0,0.0,trošiti,Služiti se nečim ili redovno koristiti.,v
ENG30-06311160-n,0.0,0.0,"nominativ,padež subjekta",fleksivni oblik kojim se tipično identifikuje gramatički subjekat,n
ENG30-06968343-n,0.0,0.0,"rumunski,rumunjski",istočni romanski jezik kojim se govori u Rumuniji,n
ENG30-02145084-n,0.0,0.0,"Vespertilionidae,porodica Vespertilionidae,obični ljiljci",Većina običnih liljaka iz umerenih područja.,n
ENG30-06933824-n,0.0,0.0,"miri,abor,dafla",malo poznati kamarupski jezici,n
ENG30-12116267-n,0.0,0.0,"Dactylis,rod Dactylis",Monokotiledonska trava iz porodice Gramineae (ima samo jednu vrstu),n
ENG30-02799323-n,0.0,0.0,kačket,kapa sa kačketom,n
ENG30-03720163-n,0.0,0.0,"mapa,karta",Shematski prikaz zemljine površine.,n
ENG30-09696585-n,0.0,0.0,Kanađanin,stanovnik Kanade ili poreklom iz Kanade,n
ENG30-11445395-n,0.0,0.0,"sedimentacija,Taloženje",fenomen akumulacije sedimenta ili šljunka,n
ENG30-13699313-n,0.0,0.0,"novčana jedinica Jermenije,jermenska novčana jedinica",novčana jedinica Jermenije,n
ENG30-09567560-n,0.0,0.0,Nerej,"u grčkoj mitologiji morski bog, sin Ponta i Geje; živeo u morskim dubinama sa ženom Doridom i ćerkama Nereidama",n
ENG30-08660339-n,0.0,0.0,površina,Dvodimenzionalna spoljašnja međa trodimenzionalnog objekta.,n
ENG30-10197392-n,0.0,0.0,ideolog,zagovornik neke ideologije,n
ENG30-11858077-n,0.0,0.0,"običan portulak,Portulaca oleracea","Korovska biljka povijuša sa svetlim žutim cvetovima; gaji se zbog jestivog kiselkastog lišća koje se jede sirovo ili skuvano, posebno u insdijskoj, grčkoj i srednjeistočnoj kuhinji.",n
ENG30-06300193-n,0.0,0.0,"osnova,koren,korena reč",Oblik reči nakon što se uklone svi afiksi (lingvistika).,n
ENG30-02645839-v,0.0,0.0,"važiti,biti važan","Imati težinu; imati važnost, nositi težinu.",v
ENG30-02888968-a,0.0,0.0,hirurški,koji se odnosi ili koji se koristi u hirurgiji,a
ENG30-04467307-n,0.0,0.0,priključno vozilo,veliko transportno sredstvo koje predviđeno da ga vuče drugo vorilo (kamion ili traktor),n
ENG30-05559256-n,0.0,0.0,"guzica,guza,zadnjica,tur,pozadina,bulja,kanta,stražnjica,dupe,dupence",Mesnati deo ljudskog tela na kome se sedi.,n
ENG30-11752578-n,0.0,0.0,detelina,Biljka iz roda Trifolium.,n
ENG30-12603959-n,0.0,0.0,"kiselica,kiseljak,konjštak",Neka od grubih korovskih trava sa dugačkim korenom koja u lišću ima kiseline.,n
ENG30-01078086-n,0.0,0.0,diskvalifikacija,čin kojim se neko sprečava da učestvuje jer se utvrđuje da nije kvalifikovan,n
ENG30-02351686-n,0.0,0.0,"Dipus,rod Dipus",Tipski rod porodice Dipodidae; tipični skočimiši sa tri prsta na svakoj zadnjoj nozi.,n
ENG30-02836174-n,0.0,0.0,bide,čanče za pranje genitalija i analnog područja,n
ENG30-14298247-n,0.0,0.0,"strangulacija,gušenje,strangulatio",stanje organizma kada prestaje disanje zbog kompresije respiratornih organa,n
ENG30-13249927-n,0.0,0.0,"feud,feudalni posed,leno",Zemlja koja je u vlasništvu u feudalnom sistemu.,n
ENG30-06915221-n,0.0,0.0,utečki,šošonski jezik kojim govori narod Ute,n
ENG30-13444513-n,0.0,0.0,karijes,Meki pokvareni deo zuba; progresivno truljenje kosti ili zuba.,n
ENG30-03504723-n,0.0,0.0,upravna zgrada,Kancelarija koja služi kao administrativni centar preduzeća.,n
ENG30-00803325-v,0.0,0.0,"ovlastiti,autorizovati,dozvoliti",Dati ovlašćenje ili dozvolu za nešto.,v
ENG30-06260121-n,0.0,0.0,"kanal,komunikacioni kanal",Sredstvo komunikacije ili pristupa.,n
ENG30-13333237-n,0.0,0.0,"ulog,investicija",Novac koji se ulaže uz očekivani profit.,n
ENG30-07817871-n,0.0,0.0,"mirođija,kopar",aromatični gomoljasti plod koji se koristi u ishrani ali i sveži listovi u salatama,n
ENG30-04353803-n,0.0,0.0,"ukupnost,total",Ukupna količina,n
ENG30-01332205-v,0.0,0.0,"zalepiti,paste","Spojiti ili pridodati pomoću lepka, ili kao lepkom.",v
ENG30-04454240-n,0.0,0.0,"zvrk,čigra",Kupasta dečja igračka koja se sužava u čelični vrh na kome može da se zavrti.,n
ENG30-10567979-n,0.0,0.0,secesionista,zagovornik secesionizma,n
ENG30-03923379-n,0.0,0.0,ampula,"Mala boca u kojoj je lek, posebno ako je sterilna i zapečaćena i koristi se za injekcije/",n
ENG30-06944720-n,0.0,0.0,poljski,slovenski jezik kojim se govori u Poljskoj,n
ENG30-07627790-n,0.0,0.0,baklava,Bogat kolač koji potiče sa Srednjeg Istoka; pravi se od tankih kora koje se filuju medom i orašastim voćem.,n
ENG30-06962060-n,0.0,0.0,"osko-umbrijski,oskijsko-umbrijski",grupa izumrlih jezika drevne Italije; zamenjeni su latinskim,n
ENG30-07621776-n,0.0,0.0,preliv,dodatak koji se preliva preko nekog jela,n
ENG30-13213768-n,0.0,0.0,"Pteris,rod Pteris",Veliki rod suvozemnih paprati tropskih i suptropskih predela; ponekad se smešta u porodicu Polypodiaceae.,n
ENG30-03080492-a,0.0,0.0,romanski,koji se odnosi na judi koji govore romanskim jezicima,a
ENG30-02607862-n,0.0,0.0,pešac,Uglavnom tropska morska riba sa mesnatim usnama i snažnim zubima; obično jakih boja.,n
ENG30-06326797-n,0.0,0.0,lice,gramatička kategorija zamenica i glagola čija je funkcija upućivanje na neposredne i posredne učesnike u govornoj situaciji,n
ENG30-01481498-n,0.0,0.0,"morski pacov,Chimaera monstrosa",Velika evropska himera,n
ENG30-03121723-a,0.0,0.0,"svazilendski,svazilandski","koji se tiče Svazilenda, njegovih ljudi i kulture",a
ENG30-03102371-n,0.0,0.0,šporet na drva,peć na drva (nekad ugalj) koja služi za kuvanje,n
ENG30-06817782-n,0.0,0.0,"znak,oznaka","Pisani ili štampani simbol, na primer interpunkcijski znak.",n
ENG30-02742232-v,0.0,0.0,ići,imati određene osobine u vožnji,v
ENG30-02435853-n,0.0,0.0,patuljasti moškavac,Nema rogove; u gornjoj vilici nema sekutiće; očnjaci gornje vilice jako razvijeni; po nekim osobinama slični kamili.,n
ENG30-02123672-v,0.0,0.0,mirisati,Ispuštati miris.,v
ENG30-04473432-n,0.0,0.0,"transportni sistem,saobraćaj",Objekat koji se sastoji od puteva i opreme koja je potrebna za prevoz putnika i roba.,n
ENG30-01044867-n,0.0,0.0,"obožavanje Biblije,klanjanje Bibliji",obožavanje Biblije,n
ENG30-01985029-v,0.0,0.0,"leći,ležati,prileći,prilegnuti",preći u ležeći položaj,v
ENG30-07893891-n,0.0,0.0,"burgundac,burgunder",crno stono vino iz Burgonje u Francuskoj (ili vino slične sorte),n
ENG30-05982152-n,0.0,0.0,"namera,svrha",Predviđeni ishod koji se namerava postići i koji vodi nečije planirano ponašanje.,n
ENG30-08264897-n,0.0,0.0,"ekipa,tim",Grupa ljudi koja je privremeno udružena u neku aktivnost.,n
ENG30-10197182-n,0.0,0.0,"identični blizanac,jednojajčani blizanac",jedan od dva blizanca koji su se razvili iz istog oplođenog jajeta i imaju isti genetski materijal,n
ENG30-03145147-n,0.0,0.0,kukavica,časovnik koji oglašava sate zvukom koji nalikuje na zov kukavice,n
ENG30-11828113-n,0.0,0.0,"Chenopodium,rod Chenopodium",slatka trava; ?pigweed,n
ENG30-13682860-n,0.0,0.0,"novčana jedinica Norveške,norveška novčana jedinica",novčana jedinica Norveške,n
ENG30-10028123-n,0.0,0.0,pacifista,neko ko u spoljnoj politici oružanom sukobu pretpostavlja pregovore,n
ENG30-12454159-n,0.0,0.0,"tulipan,lala",Neka od brojnih višegodišnjih lukovixyastih biljaka koje imaju pravo lišće i obično samo jedan upadljiv cvet.,n
ENG30-11016199-n,0.0,0.0,"Grig,Edvard Grig,Grieg,Edvard Grieg,Edvard Hagerup Grieg",Norveški kompozitor čiji je rad često inspirisan norveškom narodnom muzikom (1843-1907).,n
ENG30-02416519-n,0.0,0.0,koza,Neka od brojnih preživara bliskih ovci sa bradom i pravim rogovima.,n
ENG30-00029378-n,0.0,0.0,događaj,Nešto što se desi u datom trenutku i na datom mestu.,n
ENG30-06933279-n,0.0,0.0,"kuki,čin,kuki-čin",kamarupski jezici kojima se govori u zapadnoj Burmi i Bangladešu i na krajnjem istoku Indije,n
ENG30-02076779-n,0.0,0.0,ušati perajar,Plovne kožice su razvijene i prelaze preko vrhova prstiju; zadnje udove mogu da saviju pod trbuh; imaju male ušne školjke.,n
ENG30-04041069-n,0.0,0.0,radijator,grejač koji se sastoji od niza cevi za cirkulaciju pare ili tople vode za zagrevanje soba ili zgrada,n
ENG30-03375694-n,0.0,0.0,folija,Komad tankog i fleksibilnog metalnog lista.,n
ENG30-06666486-n,0.0,0.0,"protokol za kontrolu prenosa /internet protokol,TCP/IP",skup protokola (uključujući TCP) za prenos podataka sa jednog mrežnog uređaja na drugi razvijen za internet u 1970-im ,n
ENG30-04299215-n,0.0,0.0,"pult,štand,tezga",štand na kome se izlažu artikli za prodaju,n
ENG30-14795959-n,0.0,0.0,inulin,koristi se za proizvodnju fruktoze,n
ENG30-00404642-v,0.0,0.0,"organizovati,organizirati",dovesti nešto u red,v
ENG30-12556793-n,0.0,0.0,"pasulj,grah,fižol,boranija,Phaseolus vulgaris",Godišnja žbunasta biljka ili uvijuša koja se gaji zbog jestivog zrna.,n
ENG30-12630641-n,0.0,0.0,"šumska jagoda,Fragaria vesca",Poreklom iz Evrope.,n
ENG30-01591697-n,0.0,0.0,senica,Mala ptica koja jede insekte.,n
ENG30-13864153-n,0.0,0.0,"konveksan oblik,ispupčenost",oblik koji se krivi ili bubri napolje,n
ENG30-02687916-v,0.0,0.0,"protegnuti se,odužiti se",prostirati se preko povrĹĄine neÄega; i u vremenskom znaÄenju,v
ENG30-03909516-n,0.0,0.0,časovnik s klatnom,(18th century) a watch with a balance wheel having a fake pendulum attached to it,n
ENG30-03417749-n,0.0,0.0,bašta,Povrtnjak ili tratina uz kuću.,n
ENG30-07879953-n,0.0,0.0,tempura,povrće i morska hrana umočeni u puter i prženi u dubokom ulju,n
ENG30-13799063-n,0.0,0.0,koreferencija,gramatički odnos između reči koje imaju zajedničkog referenta,n
ENG30-07910379-n,0.0,0.0,maraskino,piće destilovano od fermentisanog soka gorke divlje maraskino višnje,n
ENG30-04571088-n,0.0,0.0,"teret,težina",Teška tvorevina.,n
ENG30-06599788-n,0.0,0.0,"tema,tematika,predmet",Tematski sadržaj razgovora ili diskusije.,n
ENG30-00315986-n,0.0,0.0,"prenos,transfer",Čin prenosa nečega sa jednog mesta na drugo.,n
ENG30-02395694-n,0.0,0.0,"svinjče,krme,prasić,kezme,prase,gica,nazime",mladunče praseta,n
ENG30-08290928-n,0.0,0.0,"kikladska civilizacija,kikladska kultura",pre-mikenova civilizacija na kikladskim ostrvima u južnom Еgejskom moru,n
ENG30-03546766-n,0.0,0.0,kućište,zaštitna obloga za mehanički deo,n
ENG30-06920010-n,0.0,0.0,"čipevjanski,čipeujanski",jezik kojim govori narod Čipeva,n
ENG30-02742844-a,0.0,0.0,kućni,Kojise odnosi na mesto gde neko živi ili gde su mu koreni.,a
ENG30-01903756-n,0.0,0.0,oklop,Tvrdi prekrivač tela artrpoda i kornjača.,n
ENG30-03960783-n,0.0,0.0,fotografska ploča,Ravna ploča od metala ili stakla na kojoj se beleže fotografske slike.,n
ENG30-06318062-n,0.0,0.0,glagol,vrsta reči koja ima funkciju predikata rečenice,n
ENG30-07307477-n,0.0,0.0,"događaj,incident",jedan poseban događaj,n
ENG30-07887634-n,0.0,0.0,"svetlo pivo,zrelo pivo",opšti naziv za piva dobijenim sa dna pri fermentaciji kvasca (često pasiranjem esencije); prvobitno je pravljeno u martu ili aprilu i sazrevalo do septembra,n
ENG30-06572482-n,0.0,0.0,posao,"(računarstvo) programska aplikacija koja se može sastojati od nekoliko koraka, ali predstavlja jedinstvenu logičku celinu",n
ENG30-10142391-n,0.0,0.0,"deda,ded,deka,dedo",Otac vašeg oca ili majke.,n
ENG30-13686268-n,0.0,0.0,"novčana jedinica Italije,italijanska novčana jedinica",novčana jedinica Italije,n
ENG30-11396667-n,0.0,0.0,"Vulf,Virdžinija Vulf,Woolf,Virginia Woolf,Adeline Virginia Stephen Woolf",Engleski autor čiji rad koristi tehnike kao što je unutrašnji monolog (1882-1941).,n
ENG30-02471467-n,0.0,0.0,porodica Hominidae,Moderan čovek i neposredni prethodnici čoveka.,n
ENG30-01547001-v,0.0,0.0,ležati,"Biti povaljen, biti u horizontalnom položaju.",v
ENG30-04302200-n,0.0,0.0,mašina za štancovanje,velika presa za štampanje koja vertikalno vrši pritisak,n
ENG30-04058239-n,0.0,0.0,"memorija iz koje se samo čita,jedinočitljiva memorija,ROM",memorija čijem se sadržaju može pristupiti i čitati ali se ne može menjati (računarstvo),n
ENG30-12626030-n,0.0,0.0,"Crataegus,rod Crataegus",Trnovito žbunje i malo drveće: glog; ???,n
ENG30-00818553-v,0.0,0.0,ispovediti se,Priznati nešto kao tačno.,v
ENG30-14950937-n,0.0,0.0,"kalomel,živin hlorid",prah bez boje i ukusa koji se koristi u medicini,n
ENG30-06982581-n,0.0,0.0,"brahui,brahujski,brahvi",izolativni dravidski jezik kojim govore Brahui u Pakistanu,n
ENG30-06972654-n,0.0,0.0,kovar,dardski jezik kojim se govori u severoistočnom Pakistanu,n
ENG30-10080508-n,0.0,0.0,"determinist,determinista,fatalist,fatalista",svako ko veruje da nije u stanju da promeni svoju sudbinu,n
ENG30-01848718-v,0.0,0.0,"napuštati,napustiti,odjedriti,odjezditi,odlaziti,odstupati,odstupiti,ostaviti,ostavljati,otići,otputovati,udaljavati se,udaljiti se",udaljavati se s kog mesta u drugom pravcu,v
ENG30-04439712-n,0.0,0.0,"kalajisani lim,beli lim",Folija napravljena od kalaja ili od legure kalaja i olova.,n
ENG30-13698567-n,0.0,0.0,"novčana jedinica Saudijske Arabije,saudijska novčana jedinica",novčana jedinica Saudijske Arabije,n
ENG30-07968354-n,0.0,0.0,"obojeni,obojeni ljudi",Rasa čija se pigmentacija kože razlikuje od bele rase (posebno Crnci).,n
ENG30-02361222-n,0.0,0.0,"Marmota,rod Marmota",mrmoti,n
ENG30-07709333-n,0.0,0.0,"zeleniš,zelen,lisnato povrće",bilo koja od raznih lisnatih biljaka ili njihovi listovi i korenovi koji se jedu kao povrće,n
ENG30-02174521-n,0.0,0.0,"Melolontha,rod Melolontha",Rod porodice Melolonthidae.,n
ENG30-03202760-n,0.0,0.0,"dioda,poluprovodnička dioda",poluprovodnik koji se sastoji od p-n junkcije,n
ENG30-15287830-n,0.0,0.0,"ciklus,ritam",interval u toku koga se ponavlja sekvencija događaja,n
ENG30-06994157-n,0.0,0.0,maši,bantu jezik,n
ENG30-03508101-n,0.0,0.0,"grejač,grejalica",uređaj koji zagreva vodu ili prostoriju,n
ENG30-06938729-n,0.0,0.0,zapadni malajsko-polinezijski,zapadna podgrupa malajsko-polinezijskih jezika,n
ENG30-07389330-n,0.0,0.0,"prasak,salva",Duboki dugi zvuk (kao grmljavine).,n
ENG30-11704093-n,0.0,0.0,"lovor,lorber,lovorika,Laurus nobilis",Malo mediteransko zimzeleno drvo sa malim crnkastim bobicama i sjajnim aromatičnim lišćem koje se koristi kao začin; u staroj Grčkoj se koristio za krunisanje pobednika.,n
ENG30-11807979-n,0.0,0.0,karanfil,Neka od raznih biljaka iz roda Dianthus koji se gaji zbog mirisnih cvetova.,n
ENG30-14856134-n,0.0,0.0,smrvljeno kamenje,"slobodni materijal (delovi stena i mulj, itd.) koji se ispira sa stene",n
ENG30-12506614-n,0.0,0.0,"Anthyllis,rod Anthyllis",Rod mediteranskih zeljastih biljkaka i žbunja.,n
ENG30-08237699-n,0.0,0.0,naftni kartel,kartel kompanija ili država oformljen da kontroliše proizvodnju i distribuciju nafte,n
ENG30-07577772-n,0.0,0.0,ratarski ručak,"obrok sačinjen od sendviča, sira i salate",n
ENG30-00531077-n,0.0,0.0,kankan,ples francuskog porekla koji izvodi ženska trupa,n
ENG30-07199565-n,0.0,0.0,odgovor,Govorni čin koji nastavlja razgovor.,n
ENG30-01000068-n,0.0,0.0,usklađivanje,Čin usklađivanja ili podešavanja delova nekog uređaja u odnosu jednog prema drugome.,n
ENG30-11879722-n,0.0,0.0,"repica,uljana repica,žutulja,Brassica napus",Evroazijska biljka koja se gaji zbog semena i lišća.,n
ENG30-00101956-v,0.0,0.0,"ispljunuti,ispljuvati,pljuvati",isterati ili izbaciti (pljuvaču ili flegmu ili sputum) iz usta,v
ENG30-03017922-a,0.0,0.0,izvršni,koji ima tu funkciju da izvršava planove ili naređenja,a
ENG30-01446901-v,0.0,0.0,"mahnuti,mahati,vitalati",Pomerati ili ljuljati napred-nazad.,v
ENG30-05316175-n,0.0,0.0,okularni  mišić,Jedan od malih mišića oka koji služe za rotiranje očne jabučice.,n
ENG30-07648997-n,0.0,0.0,krilca na žaru,pileća krilca spremana sa roštiljskim sosem,n
ENG30-06135806-n,0.0,0.0,metrologija,"nauka o merama, o formiranju sistema mera",n
ENG30-00328502-n,0.0,0.0,"klizanje,prevlačenje",čin glatkog pomeranja preko površine sa kojom se ostaje u kontaktu,n
ENG30-00715674-n,0.0,0.0,"prošivanje,šivanje,šivenje,šivenje  heftanje,šivenje koncem",spajanje ili vezivanje šavovima,n
ENG30-02005598-n,0.0,0.0,"Threskiornithidae,porodica Threskiornithidae,porodica Ibidiidae",Ibisi.,n
ENG30-06572857-n,0.0,0.0,petlja,deo računarskog programa u kome se niz instrukcija izvršava više puta dok se ne zadovolji određeno stanje,n
ENG30-06587217-n,0.0,0.0,"sistemski poziv,instrukcija supervizorskog poziva",instrukcija koja prekida program koji se izvršava i predaje kontrolu supervizoru,n
ENG30-07792027-n,0.0,0.0,oslić,riba slična bakalaru nemasnog mesa,n
ENG30-10559288-n,0.0,0.0,"đak,učenik,školarac",Dete koje pohađa školu.,n
ENG30-07307754-n,0.0,0.0,izbijanje,Iznenadno ispuštanje energije.,n
ENG30-14429885-n,0.0,0.0,klasa,stepen na nekoj skali,n
ENG30-07659793-n,0.0,0.0,"file,narezak",meko meso u predelu krsta sa obe strane kičmenog stuba,n
ENG30-01171644-n,0.0,0.0,mačevanje,"veština ili sport borbe sa mačevima (naročito upotrebom floreta, mača ili sablje za postizanje bodova u skladu sa nizom pravila)",n
ENG30-01211699-v,0.0,0.0,manipulisati,držati nešto u rukama i pomerati ga,v
ENG30-01487048-a,0.0,0.0,jedan-na-jedan,o relacijama i funkcijama koje su takve da je svaki element jednog skupa povezan sa jednim elementom drugog skupa i obrnuto,a
ENG30-00887081-n,0.0,0.0,"nastava,pedagogija",poziv nastavnika,n
ENG30-06827679-n,0.0,0.0,ekranski font,font koji se prikazuje na ekranu računara,n
ENG30-09732778-n,0.0,0.0,Irci,ljudi iz Irske ili poreklom iz Irske,n
ENG30-12918404-n,0.0,0.0,"carevac,Euphorbia lathyris",Otrvovna ?spurge iz starog sveta preneta i u Ameriku; seme daje purgativno ulje.,n
ENG30-09624980-n,0.0,0.0,osoba koja rukuje s novcem,"osoba koja prima novac, investira ga ili isplaćuje",n
ENG30-01308837-n,0.0,0.0,Španski građanski rat,građanski rat u Španije u kome je general Franko uspeo da obori republikanski parlament (1936-1939),n
ENG30-03635668-n,0.0,0.0,laminat,List materijala koji se dobija spajanjem dva ili više listova ili slojeva.,n
ENG30-13671310-n,0.0,0.0,para,100 para je ekvivalentno jednom dinaru,n
ENG30-02259005-v,0.0,0.0,trampiti se,Zameniti ili dati nešto u zamenu.,v
ENG30-01698144-n,0.0,0.0,"Alligatoridae,porodica Alligatoridae","aligatori, kajmani",n
ENG30-02141713-n,0.0,0.0,potkovičar,Imaju vrlo razvijene kožne izraslinena nosu u obliku potkovice i lista; nemaju ušnih poklopaca.,n
ENG30-05465071-n,0.0,0.0,Švanova ćelija,ćelija koja pokriva nervna vlakna u perifernom nervnom sistemu i formira mijelinski omotač,n
ENG30-04833458-n,0.0,0.0,škrtost,Nedostatak darežljivosti; nesklonost da se da novac.,n
ENG30-06119377-n,0.0,0.0,klimatologija,meteorologija klime i klimatskih fenomena,n
ENG30-06774650-n,0.0,0.0,Ženevska konvencija,sporazum koji reguliše postupanje prema ratnim zarobljenicima,n
ENG30-01544856-a,0.0,0.0,poligamni,"koji se odnosi na poligamiju, koji ima više supružnika istovremeno",a
ENG30-06845303-n,0.0,0.0,ime domena,niska alfanumeričkih karaktera koji se koriste za imenovanje računara i njihovih adresa na internetu,n
ENG30-07934282-n,0.0,0.0,ledeni čaj,jak čaj koji se služi sa puno leda,n
ENG30-11883799-n,0.0,0.0,"Cochlearia,rod Cochlearia",Rod iz porodice Cruciferae.,n
ENG30-12847374-n,0.0,0.0,"dobričica,samobajka,stravna trava,Glechoma hederaceae,Nepeta hederaceae","Donji deo stabljike puzi po zemlji, gornji je uspravan i razgranat, listovi su na dugačkim drškama, na naličju crvenkastil cvetovi ljubičasto plavi.",n
ENG30-06257141-n,0.0,0.0,list sa perforacijom,list koji je predviđen za otcepljivanje iz publikacije,n
ENG30-01361113-n,0.0,0.0,Pseudomonas solanacearum,"prouzrokuje braon oštećenja (trulež) na paradajzu, krompiru i duvanu itd.",n
ENG30-06978766-n,0.0,0.0,"gruzinski,gruzijski",južnokavkaski jezik koji ima 3 miliona govornika i dugu književnu tradiciju,n
ENG30-02510071-v,0.0,0.0,ukinuti ograničenje,Osloboditi restrikcija.,v
ENG30-00928947-n,0.0,0.0,programiranje,stvaranje sekvencija instrukcija koje omogućavaju računaru da nešto uradi,n
ENG30-07910656-n,0.0,0.0,"Pernod,perno",liker sa ukusom anisa i sladića,n
ENG30-13698202-n,0.0,0.0,"novčana jedinica Katara,katarska novčana jedinica",novčana jedinica Katara,n
ENG30-06955087-n,0.0,0.0,"farski,farojski",skandinavski jezik (blizak islandskom) kojim se govori na Farskim ostrvima,n
ENG30-08620061-n,0.0,0.0,"tačka,pozicija",Precizno mesto negde; prostorno ograničeno mesto.,n
ENG30-07795751-n,0.0,0.0,losos,meso bilo koje morske ili slatkovodne ribe iz porodice Salmonidae,n
ENG30-09847727-n,0.0,0.0,vernik,osoba koja ima religioznu veru,n
ENG30-07909811-n,0.0,0.0,liker od pomorandže,liker sa ukusom pomorandže,n
ENG30-07734555-n,0.0,0.0,"tomatilo,meksički ljubičasti paradajz","mali, jestiv plod nalik paradajzu od žute je do ljubičaste boje sakriven u karakterističnu ljusku",n
ENG30-06306233-n,0.0,0.0,"morfema,morfem",minimalna distinktivna jedinica u gramatici; minimalna jedinica koja ima značenje i koja ne može biti podeljena na manje značenjske jedinice,n
ENG30-07293678-n,0.0,0.0,pobeda na poene,Pobeda dobijena na poene kada nema nokauta (boks).,n
ENG30-09557965-n,0.0,0.0,Kron,"u grčkoj mitologiji vrhunski bog dok ga Zevs nije zbacio; sin Urana i Geje, odgovara mu rimski bog Saturn",n
ENG30-12102133-n,0.0,0.0,trava,"Zelena travnata biljka sa uskim lišćem, uzgaja se u travnjacima; koristi se za ispašu životinja preživara; kosi se i suši za seno.",n
ENG30-00415231-v,0.0,0.0,"kolonizirati,kolonizovati",Naseliti zemlju koju je dodelila država i zauzeti je kao svoju naseobinu.,v
ENG30-06927228-n,0.0,0.0,tatarski,turkijski jezik kojim govore Tatari koji žive između Volge i Urala,n
ENG30-07820036-n,0.0,0.0,oskorušica,Lišće koje se koristi za salatu.,n
ENG30-00869583-n,0.0,0.0,"matematička operacija,operacija",Izračunavanje matematičkim metodama (u matematici).,n
